"Proteins Unique Sequence ID"	"Checked"	"Protein FDR Confidence: Combined"	"Master"	"Accession"	"Description"	"Exp. q-value: Combined"	"Sum PEP Score"	"Coverage [%]"	" Peptides"	" PSMs"	" Unique Peptides"	" AAs"	"MW [kDa]"	"calc. pI"	"Score Mascot: A5 Mascot"	" Peptides (by Search Engine): A5 Mascot"	" Razor Peptides"	"Abundances (Grouped): F1"	"Abundances (Grouped) CV [%]: F1"	"Abundance: F1: 126, Sample, control, 1"	"Abundance: F1: 127, Sample, control, 2"	"Abundance: F1: 128, Sample, control, 3"	"Abundance: F1: 129, Sample, no_glands, 1"	"Abundance: F1: 130, Sample, no_glands, 2"	"Abundance: F1: 131, Sample, no_glands, 3"	" Protein Groups"
"3730059003116177381"	"False"	"Medium"	"IsMasterProtein"	"FBgn0034438"	"FBgn0034438"	"0.017"	"1.814"	"1"	"1"	"1"	"1"	"861"	"98.0"	"6.37"	"31"	"1"	"0"	"47.9"	"80.15"	"26.1"	"20.2"	"17.5"	"141.8"	"124.0"	"88.0"	"1"
"4094249474859247976"	"False"	"Medium"	"IsMasterProtein"	"FBgn0011207"	"FBgn0011207"	"0.017"	"1.811"	"4"	"1"	"1"	"1"	"395"	"44.2"	"5.64"	"44"	"1"	"0"	"2.2"	""	""	""	""	"2.2"	""	""	"1"
"7666796898796879419"	"False"	"Medium"	"IsMasterProtein"	"FBgn0032350"	"FBgn0032350"	"0.017"	"1.808"	"3"	"1"	"1"	"1"	"332"	"35.2"	"7.36"	"34"	"1"	"0"	"24.6"	"55.71"	"53.1"	"13.9"	"13.5"	"33.9"	"32.5"	"18.6"	"1"
"5841878286903219711"	"False"	"Medium"	"IsMasterProtein"	"FBgn0011761"	"FBgn0011761"	"0.017"	"1.806"	"7"	"1"	"1"	"1"	"107"	"12.4"	"9.41"	"0"	"1"	"0"	"16.9"	"52.41"	"18.3"	"15.6"	"23.1"	"38.6"	"10.2"	"12.3"	"1"
"2312019342838934097"	"False"	"Medium"	"IsMasterProtein"	"FBgn0260857"	"FBgn0260857"	"0.017"	"1.804"	"7"	"1"	"1"	"1"	"117"	"13.3"	"8.72"	"32"	"1"	"0"	"52.6"	"34.64"	"44.9"	"37.5"	"46.3"	"92.4"	"59.8"	"69.5"	"1"
"-3014409000034894515"	"False"	"Medium"	"IsMasterProtein"	"FBgn0086372"	"FBgn0086372"	"0.017"	"1.801"	"2"	"1"	"1"	"1"	"788"	"84.2"	"7.27"	"27"	"1"	"0"	"1.5"	""	""	""	""	"1.5"	""	""	"1"
"-5910980765158107330"	"False"	"Medium"	"IsMasterProtein"	"FBgn0020300"	"FBgn0020300"	"0.016"	"1.798"	"4"	"1"	"1"	"1"	"206"	"22.4"	"9.10"	"26"	"1"	"0"	"154.6"	"18.48"	"150.7"	"161.8"	"119.1"	"209.2"	"149.5"	"158.6"	"1"
"-6703717250437731556"	"False"	"Medium"	"IsMasterProtein"	"FBgn0051693"	"FBgn0051693"	"0.016"	"1.796"	"3"	"1"	"1"	"1"	"688"	"76.2"	"7.34"	"0"	"1"	"0"	"28.3"	"40.92"	"21.2"	"17.0"	"28.9"	"48.9"	"27.7"	"45.2"	"1"
"2078896782789446213"	"False"	"Medium"	"IsMasterProtein"	"FBgn0010385"	"FBgn0010385"	"0.017"	"1.796"	"9"	"1"	"1"	"1"	"92"	"10.2"	"7.39"	"30"	"1"	"0"	"59.0"	"75.45"	"29.4"	"24.1"	"28.3"	"159.0"	"142.4"	"118.8"	"1"
"-5808894496813593710"	"False"	"Medium"	"IsMasterProtein"	"FBgn0037637"	"FBgn0037637"	"0.017"	"1.794"	"5"	"1"	"1"	"1"	"154"	"16.7"	"9.39"	"33"	"1"	"0"	"135.6"	"74.36"	"85.6"	"45.0"	"55.3"	"345.8"	"280.7"	"214.9"	"1"
"7633758321711070877"	"False"	"Medium"	"IsMasterProtein"	"FBgn0052832"	"FBgn0052832"	"0.017"	"1.793"	"5"	"1"	"1"	"1"	"140"	"15.6"	"9.99"	"30"	"1"	"0"	"196.0"	"31.14"	"182.7"	"129.6"	"244.0"	"214.4"	"96.9"	"210.2"	"1"
"-8027692117841525925"	"False"	"Medium"	"IsMasterProtein"	"FBgn0033687"	"FBgn0033687"	"0.017"	"1.791"	"9"	"1"	"1"	"1"	"104"	"12.0"	"5.08"	"28"	"1"	"0"	"43.6"	"23.75"	"42.5"	"34.7"	"45.3"	"44.6"	"25.7"	"54.0"	"1"
"-8604072738754029787"	"False"	"Medium"	"IsMasterProtein"	"FBgn0038570"	"FBgn0038570"	"0.017"	"1.787"	"6"	"1"	"1"	"1"	"190"	"19.9"	"8.68"	"27"	"1"	"0"	"135.3"	"66.23"	"90.2"	"69.3"	"56.8"	"326.1"	"222.5"	"202.9"	"1"
"-7495670317069783573"	"False"	"Medium"	"IsMasterProtein"	"FBgn0040575"	"FBgn0040575"	"0.017"	"1.786"	"13"	"1"	"1"	"1"	"67"	"7.4"	"9.54"	"41"	"1"	"0"	"73.7"	"28.19"	"54.8"	"56.4"	"79.7"	"85.1"	"68.2"	"112.2"	"1"
"642162242254242761"	"False"	"Medium"	"IsMasterProtein"	"FBgn0027611"	"FBgn0027611"	"0.017"	"1.784"	"1"	"1"	"1"	"1"	"1080"	"122.6"	"5.83"	"22"	"1"	"0"	"20.8"	"42.57"	"14.3"	"11.3"	"16.4"	"35.0"	"28.8"	"26.5"	"1"
"4355003231714588422"	"False"	"Medium"	"IsMasterProtein"	"FBgn0031659"	"FBgn0031659"	"0.017"	"1.783"	"5"	"1"	"1"	"1"	"600"	"69.6"	"5.43"	"0"	"1"	"0"	"33.5"	"27.73"	"43.1"	"33.9"	"27.4"	"53.0"	"27.0"	"33.1"	"1"
"1048415588576144500"	"False"	"Medium"	"IsMasterProtein"	"FBgn0036888"	"FBgn0036888"	"0.017"	"1.782"	"1"	"1"	"1"	"1"	"708"	"79.4"	"6.30"	"29"	"1"	"0"	"19.8"	"15.18"	"21.5"	"16.5"	"17.6"	"24.9"	"18.8"	"21.0"	"1"
"2371615558758842494"	"False"	"Medium"	"IsMasterProtein"	"FBgn0031985"	"FBgn0031985"	"0.017"	"1.782"	"0"	"1"	"1"	"1"	"1684"	"186.9"	"6.54"	"29"	"1"	"0"	"32.9"	"29.96"	"37.0"	"20.8"	"23.9"	"47.9"	"34.8"	"31.1"	"1"
"-2692412728670036163"	"False"	"Medium"	"IsMasterProtein"	"FBgn0033104"	"FBgn0033104"	"0.017"	"1.781"	"9"	"1"	"1"	"1"	"118"	"13.4"	"4.12"	"20"	"1"	"0"	"133.9"	"41.63"	"191.0"	"230.8"	"164.5"	"108.9"	"82.6"	"89.7"	"1"
"6438738785260302575"	"False"	"Medium"	"IsMasterProtein"	"FBgn0033864"	"FBgn0033864"	"0.017"	"1.780"	"1"	"1"	"1"	"1"	"1154"	"134.3"	"9.22"	"0"	"1"	"0"	"3.1"	"62.23"	"3.1"	"3.0"	"3.3"	"8.7"	""	"2.5"	"1"
"7405816639775979247"	"False"	"Medium"	"IsMasterProtein"	"FBgn0036921"	"FBgn0036921"	"0.017"	"1.778"	"4"	"1"	"1"	"1"	"201"	"23.2"	"5.64"	"30"	"1"	"0"	"32.1"	"20.45"	"38.3"	"22.7"	"31.3"	"39.3"	"26.5"	"32.8"	"1"
"4736296015291103381"	"False"	"Medium"	"IsMasterProtein"	"FBgn0040238"	"FBgn0040238"	"0.018"	"1.778"	"2"	"1"	"1"	"1"	"784"	"86.1"	"5.27"	"30"	"1"	"0"	"13.7"	"82.73"	"2.0"	"1.7"	""	"23.8"	"13.7"	"16.9"	"1"
"-2100434480808215787"	"False"	"Medium"	"IsMasterProtein"	"FBgn0036160"	"FBgn0036160"	"0.018"	"1.776"	"2"	"1"	"1"	"1"	"378"	"42.7"	"6.33"	"36"	"1"	"0"	"60.9"	"23.59"	"55.1"	"53.1"	"70.2"	"67.4"	"37.5"	"76.3"	"1"
"-4124957767496850945"	"False"	"Medium"	"IsMasterProtein"	"FBgn0051157"	"FBgn0051157"	"0.018"	"1.775"	"2"	"1"	"1"	"1"	"387"	"44.3"	"9.86"	"33"	"1"	"0"	"29.6"	"19.76"	"21.8"	"31.7"	"38.1"	"28.3"	"24.5"	"31.0"	"1"
"-1514385480812203619"	"False"	"Medium"	"IsMasterProtein"	"FBgn0000562"	"FBgn0000562"	"0.018"	"1.775"	"1"	"1"	"1"	"1"	"1004"	"112.1"	"7.28"	"34"	"1"	"0"	"15.2"	"38.48"	"16.4"	"9.8"	"13.8"	"24.7"	"27.2"	"14.1"	"1"
"2120327333716997124"	"False"	"Medium"	"IsMasterProtein"	"FBgn0002868"	"FBgn0002868"	"0.018"	"1.775"	"18"	"1"	"1"	"1"	"40"	"3.9"	"7.78"	"29"	"1"	"0"	"127.0"	"35.87"	"168.5"	"137.0"	"134.5"	"119.8"	"96.8"	"46.0"	"1"
"-556792563987391637"	"False"	"Medium"	"IsMasterProtein"	"FBgn0015541"	"FBgn0015541"	"0.018"	"1.774"	"1"	"1"	"1"	"1"	"1194"	"134.2"	"6.30"	"16"	"1"	"0"	"39.8"	"18.91"	"42.4"	"39.8"	"44.7"	"39.7"	"32.4"	"25.7"	"1"
"8184762167863765134"	"False"	"Medium"	"IsMasterProtein"	"FBgn0024992"	"FBgn0024992"	"0.018"	"1.773"	"1"	"1"	"1"	"1"	"819"	"90.0"	"8.46"	"20"	"1"	"0"	"8.7"	"38.99"	"4.1"	"6.6"	"10.3"	"13.5"	"7.3"	"11.0"	"1"
"-648182385972038492"	"False"	"Medium"	"IsMasterProtein"	"FBgn0034460"	"FBgn0034460"	"0.018"	"1.770"	"8"	"1"	"1"	"1"	"93"	"10.5"	"9.50"	"22"	"1"	"0"	"21.2"	"47.60"	"18.4"	"8.3"	"16.0"	"39.0"	"24.3"	"25.1"	"1"
"-5606549522804051624"	"False"	"Medium"	"IsMasterProtein"	"FBgn0028903"	"FBgn0028903"	"0.018"	"1.769"	"2"	"1"	"1"	"1"	"405"	"47.8"	"7.56"	"40"	"1"	"0"	"64.5"	"28.01"	"67.4"	"61.7"	"59.0"	"70.2"	"26.3"	"68.1"	"1"
"-4249440647342107116"	"False"	"Medium"	"IsMasterProtein"	"FBgn0038533"	"FBgn0038533"	"0.018"	"1.769"	"3"	"1"	"1"	"1"	"260"	"29.1"	"7.23"	"30"	"1"	"0"	"18.2"	"78.99"	"10.1"	"8.6"	"8.4"	"58.1"	"32.6"	"34.4"	"1"
"-6865765701299719692"	"False"	"Medium"	"IsMasterProtein"	"FBgn0037633"	"FBgn0037633"	"0.018"	"1.766"	"1"	"1"	"1"	"1"	"622"	"71.6"	"8.66"	"36"	"1"	"0"	"76.2"	"83.59"	"42.1"	"21.7"	"19.9"	"217.2"	"143.0"	"137.7"	"1"
"-1065579945227604920"	"False"	"Medium"	"IsMasterProtein"	"FBgn0032727"	"FBgn0032727"	"0.018"	"1.765"	"2"	"1"	"1"	"1"	"331"	"36.7"	"5.11"	"28"	"1"	"0"	"21.3"	"23.46"	"21.8"	"16.7"	"16.6"	"30.0"	"20.9"	"24.7"	"1"
"-8821640054098333968"	"False"	"Medium"	"IsMasterProtein"	"FBgn0031322"	"FBgn0031322"	"0.018"	"1.763"	"2"	"1"	"1"	"1"	"350"	"39.5"	"9.33"	"30"	"1"	"0"	"8.0"	"74.50"	"3.3"	"2.9"	"4.0"	"18.8"	"18.3"	"15.7"	"1"
"6845509993174472851"	"False"	"Medium"	"IsMasterProtein"	"FBgn0020443"	"FBgn0020443"	"0.018"	"1.757"	"1"	"1"	"1"	"1"	"619"	"66.4"	"5.35"	"14"	"1"	"0"	"40.9"	"26.79"	"53.9"	"25.3"	"31.8"	"49.6"	"43.8"	"38.2"	"1"
"-5123995212505886658"	"False"	"Medium"	"IsMasterProtein"	"FBgn0027885"	"FBgn0027885"	"0.018"	"1.756"	"2"	"1"	"1"	"1"	"536"	"59.9"	"6.76"	"26"	"1"	"0"	""	""	""	""	""	""	""	""	"1"
"-3504280051395649733"	"False"	"Medium"	"IsMasterProtein"	"FBgn0029715"	"FBgn0029715"	"0.018"	"1.756"	"3"	"1"	"1"	"1"	"215"	"22.9"	"9.38"	"28"	"1"	"0"	"51.4"	"29.33"	"47.0"	"39.6"	"41.8"	"81.1"	"68.2"	"56.3"	"1"
"-4516377807631242583"	"False"	"Medium"	"IsMasterProtein"	"FBgn0035484"	"FBgn0035484"	"0.018"	"1.751"	"1"	"1"	"1"	"1"	"548"	"59.6"	"7.01"	"0"	"1"	"0"	"36.5"	"26.66"	"50.7"	"39.9"	"42.2"	"33.4"	"22.5"	"31.2"	"1"
"-3896637166336791151"	"False"	"Medium"	"IsMasterProtein"	"FBgn0261057"	"FBgn0261057"	"0.020"	"1.742"	"20"	"1"	"1"	"1"	"35"	"4.0"	"8.02"	"29"	"1"	"0"	"30.9"	"19.04"	"36.1"	"31.8"	"34.3"	"27.3"	"30.1"	"20.2"	"1"
"-3067374705520329351"	"False"	"Medium"	"IsMasterProtein"	"FBgn0283472"	"FBgn0283472"	"0.020"	"1.738"	"2"	"1"	"1"	"1"	"490"	"55.4"	"6.04"	"24"	"1"	"0"	"24.1"	"22.00"	"16.8"	"19.3"	"23.2"	"30.0"	"25.0"	"29.2"	"1"
"1199854282968055779"	"False"	"Medium"	"IsMasterProtein"	"FBgn0023477"	"FBgn0023477"	"0.020"	"1.737"	"2"	"1"	"1"	"1"	"331"	"36.7"	"7.71"	"32"	"1"	"0"	"141.6"	"28.20"	"150.0"	"107.8"	"112.5"	"222.3"	"142.7"	"140.5"	"1"
"-579194532202049254"	"False"	"Medium"	"IsMasterProtein"	"FBgn0261387"	"FBgn0261387"	"0.020"	"1.736"	"2"	"1"	"1"	"1"	"748"	"82.9"	"7.77"	"17"	"1"	"0"	""	""	""	""	""	""	""	""	"1"
"-6385771534509291175"	"False"	"Medium"	"IsMasterProtein"	"FBgn0260936"	"FBgn0260936"	"0.020"	"1.735"	"1"	"1"	"1"	"1"	"1038"	"114.0"	"9.09"	"29"	"1"	"0"	"28.3"	"26.15"	"34.6"	"31.3"	"29.6"	"27.0"	"17.9"	"18.2"	"1"
"-5942588103278548597"	"False"	"Medium"	"IsMasterProtein"	"FBgn0283680"	"FBgn0283680"	"0.020"	"1.735"	"1"	"1"	"1"	"1"	"691"	"76.2"	"5.33"	"35"	"1"	"0"	"25.8"	"66.16"	"14.8"	"13.0"	"13.6"	"61.1"	"45.1"	"53.2"	"1"
"-7620430417147706913"	"False"	"Medium"	"IsMasterProtein"	"FBgn0038632"	"FBgn0038632"	"0.020"	"1.734"	"4"	"1"	"1"	"1"	"196"	"22.9"	"5.27"	"32"	"1"	"0"	"146.2"	"29.89"	"142.3"	"182.1"	"138.9"	"270.3"	"146.7"	"145.7"	"1"
"-1288376694934286441"	"False"	"Medium"	"IsMasterProtein"	"FBgn0039348"	"FBgn0039348"	"0.020"	"1.732"	"1"	"1"	"1"	"1"	"652"	"73.3"	"7.24"	"32"	"1"	"0"	"22.5"	"32.87"	"23.3"	"11.2"	"15.5"	"30.2"	"26.7"	"21.7"	"1"
"5333487276158766614"	"False"	"Medium"	"IsMasterProtein"	"FBgn0051075"	"FBgn0051075"	"0.020"	"1.732"	"2"	"1"	"1"	"1"	"508"	"55.4"	"6.99"	"23"	"1"	"0"	"52.3"	"48.56"	"49.4"	"26.6"	"34.1"	"102.4"	"62.2"	"55.4"	"1"
"-5153267101939360918"	"False"	"Medium"	"IsMasterProtein"	"FBgn0033998"	"FBgn0033998"	"0.020"	"1.730"	"2"	"1"	"1"	"1"	"1301"	"146.1"	"8.06"	"0"	"1"	"0"	"34.9"	"37.82"	"25.6"	"29.7"	"23.5"	"61.1"	"41.0"	"41.1"	"1"
"8317430799249189602"	"False"	"Medium"	"IsMasterProtein"	"FBgn0026562"	"FBgn0026562"	"0.020"	"1.730"	"2"	"1"	"1"	"1"	"304"	"35.2"	"4.64"	"29"	"1"	"0"	"25.3"	"79.05"	"14.2"	"15.8"	"9.4"	"77.1"	"71.6"	"40.7"	"1"
"2082366455566880656"	"False"	"Medium"	"IsMasterProtein"	"FBgn0030678"	"FBgn0030678"	"0.020"	"1.729"	"2"	"1"	"1"	"1"	"420"	"48.3"	"6.13"	"0"	"1"	"0"	"8.6"	"58.08"	"8.2"	"3.0"	"2.5"	"14.6"	"9.1"	"8.9"	"1"
"-783567480606353025"	"False"	"Medium"	"IsMasterProtein"	"FBgn0034354"	"FBgn0034354"	"0.020"	"1.727"	"4"	"1"	"1"	"1"	"225"	"25.1"	"5.87"	"26"	"1"	"0"	"21.7"	"20.72"	"28.8"	"20.2"	"23.8"	"23.4"	"17.9"	"16.6"	"1"
"-8767366341786720037"	"False"	"Medium"	"IsMasterProtein"	"FBgn0030520"	"FBgn0030520"	"0.020"	"1.727"	"1"	"1"	"1"	"1"	"509"	"56.3"	"5.97"	"31"	"1"	"0"	"12.6"	"34.37"	"10.6"	"8.8"	"8.2"	"18.9"	"17.0"	"14.9"	"1"
"-4602479913622334398"	"False"	"Medium"	"IsMasterProtein"	"FBgn0004177"	"FBgn0004177"	"0.020"	"1.726"	"3"	"1"	"1"	"1"	"309"	"35.4"	"5.34"	"0"	"1"	"0"	"36.0"	"40.58"	"40.0"	"18.5"	"18.1"	"52.3"	"43.4"	"32.5"	"1"
"-1217758538336578260"	"False"	"Medium"	"IsMasterProtein"	"FBgn0015286"	"FBgn0015286"	"0.020"	"1.720"	"7"	"1"	"1"	"1"	"201"	"22.9"	"7.66"	"25"	"1"	"0"	"92.1"	"66.55"	"58.9"	"44.1"	"45.9"	"227.3"	"144.1"	"144.1"	"1"
"5481979975557958597"	"False"	"Medium"	"IsMasterProtein"	"FBgn0033248"	"FBgn0033248"	"0.020"	"1.717"	"3"	"1"	"1"	"1"	"287"	"31.3"	"9.58"	"22"	"1"	"0"	"24.0"	"46.99"	"30.3"	"27.5"	"29.6"	"21.0"	"3.0"	"19.6"	"1"
"9195717653319019218"	"False"	"Medium"	"IsMasterProtein"	"FBgn0033598"	"FBgn0033598"	"0.020"	"1.709"	"3"	"1"	"1"	"1"	"214"	"23.1"	"4.65"	"38"	"1"	"0"	"242.7"	"91.92"	"114.0"	"95.6"	"52.0"	"902.1"	"516.4"	"523.9"	"1"
"7522520391616283180"	"False"	"Medium"	"IsMasterProtein"	"FBgn0011336"	"FBgn0011336"	"0.020"	"1.709"	"1"	"1"	"1"	"1"	"774"	"87.6"	"9.00"	"30"	"1"	"0"	"131.9"	"59.28"	"96.6"	"75.8"	"72.8"	"306.5"	"180.5"	"179.9"	"1"
"7174220727259298010"	"False"	"Medium"	"IsMasterProtein"	"FBgn0001319"	"FBgn0001319"	"0.020"	"1.707"	"2"	"1"	"1"	"1"	"689"	"74.8"	"8.31"	"27"	"1"	"0"	"74.9"	"27.28"	"75.6"	"89.0"	"74.2"	"77.4"	"48.1"	"41.9"	"1"
"-1552900458615958365"	"False"	"Medium"	"IsMasterProtein"	"FBgn0040321"	"FBgn0040321"	"0.020"	"1.706"	"1"	"1"	"1"	"1"	"490"	"55.2"	"6.39"	"30"	"1"	"0"	"41.0"	"60.66"	"33.9"	"26.9"	"36.2"	"114.4"	"46.3"	"61.8"	"1"
"5830240344700184252"	"False"	"Medium"	"IsMasterProtein"	"FBgn0053111"	"FBgn0053111"	"0.021"	"1.700"	"2"	"1"	"1"	"1"	"515"	"58.0"	"5.99"	"0"	"1"	"0"	"10.7"	"35.62"	"14.5"	"4.5"	"10.8"	"15.4"	"9.7"	"10.7"	"1"
"-5948012523381581397"	"False"	"Medium"	"IsMasterProtein"	"FBgn0043012"	"FBgn0043012"	"0.021"	"1.699"	"5"	"1"	"1"	"1"	"142"	"17.0"	"6.18"	"38"	"1"	"0"	"16.6"	"68.21"	"10.0"	"3.7"	"14.4"	"39.3"	"20.5"	"19.1"	"1"
"-9064240466826277437"	"False"	"Medium"	"IsMasterProtein"	"FBgn0035679"	"FBgn0035679"	"0.021"	"1.698"	"2"	"1"	"1"	"1"	"364"	"39.6"	"6.58"	"25"	"1"	"0"	"12.7"	"19.12"	"13.3"	"10.5"	"13.5"	"12.1"	"7.8"	"13.4"	"1"
"7548212113740803294"	"False"	"Medium"	"IsMasterProtein"	"FBgn0030643"	"FBgn0030643"	"0.021"	"1.697"	"6"	"1"	"2"	"1"	"122"	"13.8"	"7.83"	"59"	"1"	"0"	"348.1"	"16.01"	"413.6"	"420.1"	"361.0"	"335.7"	"273.0"	"319.6"	"1"
"-1664424580946462800"	"False"	"Medium"	"IsMasterProtein"	"FBgn0031332"	"FBgn0031332"	"0.022"	"1.690"	"4"	"1"	"1"	"1"	"299"	"32.6"	"4.94"	"18"	"1"	"0"	"69.7"	"30.03"	"66.6"	"46.1"	"73.0"	"78.8"	"31.9"	"73.5"	"1"
"4288380877982067283"	"False"	"Medium"	"IsMasterProtein"	"FBgn0040777"	"FBgn0040777"	"0.022"	"1.689"	"5"	"1"	"1"	"1"	"432"	"47.6"	"5.58"	"26"	"1"	"0"	""	""	""	""	""	""	""	""	"1"
"-1024448806438780215"	"False"	"Medium"	"IsMasterProtein"	"FBgn0035853"	"FBgn0035853"	"0.022"	"1.688"	"4"	"1"	"1"	"1"	"181"	"20.7"	"7.15"	"32"	"1"	"0"	"14.3"	"45.59"	"9.6"	"11.5"	"13.8"	"30.2"	"16.9"	"14.7"	"1"
"3001012325783814780"	"False"	"Medium"	"IsMasterProtein"	"FBgn0264978"	"FBgn0264978"	"0.022"	"1.687"	"1"	"1"	"1"	"1"	"639"	"72.3"	"6.19"	"26"	"1"	"0"	"5.3"	"31.55"	"4.2"	""	""	"7.7"	"4.1"	"6.6"	"1"
"-8855795908432613536"	"False"	"Medium"	"IsMasterProtein"	"FBgn0032407"	"FBgn0032407"	"0.022"	"1.684"	"3"	"1"	"1"	"1"	"292"	"31.3"	"4.32"	"27"	"1"	"0"	""	""	""	""	""	""	""	""	"1"
"-6229286884604477991"	"False"	"Medium"	"IsMasterProtein"	"FBgn0025936"	"FBgn0025936"	"0.022"	"1.684"	"1"	"1"	"1"	"1"	"1096"	"123.2"	"6.87"	"0"	"1"	"0"	"10.1"	"19.50"	"11.1"	"9.8"	"10.4"	"13.2"	"7.1"	"9.7"	"1"
"-4490903026784928760"	"False"	"Medium"	"IsMasterProtein"	"FBgn0031258"	"FBgn0031258"	"0.023"	"1.677"	"3"	"1"	"1"	"1"	"1472"	"159.4"	"5.21"	"0"	"1"	"0"	""	""	""	""	""	""	""	""	"1"
"-4534275959154369038"	"False"	"Medium"	"IsMasterProtein"	"FBgn0025879"	"FBgn0025879"	"0.024"	"1.676"	"3"	"1"	"1"	"1"	"210"	"24.0"	"9.51"	"33"	"1"	"0"	"45.9"	"23.35"	"53.1"	"39.2"	"39.6"	"57.9"	"36.2"	"62.9"	"1"
"4334240692348097416"	"False"	"Medium"	"IsMasterProtein"	"FBgn0265626"	"FBgn0265626"	"0.024"	"1.675"	"1"	"1"	"1"	"1"	"899"	"101.1"	"9.72"	"0"	"1"	"0"	"15.1"	"38.81"	"14.3"	"16.3"	"18.1"	"14.5"	"3.2"	"15.7"	"1"
"-104370174857968797"	"False"	"Medium"	"IsMasterProtein"	"FBgn0051158"	"FBgn0051158"	"0.024"	"1.671"	"2"	"1"	"1"	"1"	"1601"	"176.3"	"6.21"	"43"	"1"	"0"	"46.2"	"43.61"	"80.8"	"55.0"	"80.7"	"38.9"	"28.9"	"34.2"	"1"
"-6267496739411777650"	"False"	"Medium"	"IsMasterProtein"	"FBgn0025519"	"FBgn0025519"	"0.024"	"1.671"	"1"	"1"	"4"	"1"	"595"	"69.3"	"5.85"	"71"	"1"	"0"	"99.6"	"15.15"	"122.7"	"117.2"	"106.8"	"92.9"	"88.1"	"86.4"	"1"
"5859295251441250393"	"False"	"Medium"	"IsMasterProtein"	"FBgn0054041"	"FBgn0054041"	"0.024"	"1.671"	"3"	"1"	"1"	"1"	"568"	"65.9"	"6.68"	"21"	"1"	"0"	""	""	""	""	""	""	""	""	"1"
"-2267185523142116687"	"False"	"Medium"	"IsMasterProtein"	"FBgn0039349"	"FBgn0039349"	"0.024"	"1.669"	"3"	"1"	"1"	"1"	"509"	"54.9"	"8.21"	"24"	"1"	"0"	"39.6"	"57.85"	"27.6"	"23.1"	"24.5"	"92.1"	"60.6"	"56.7"	"1"
"6128834090397630100"	"False"	"Medium"	"IsMasterProtein"	"FBgn0263846"	"FBgn0263846"	"0.024"	"1.669"	"0"	"1"	"1"	"1"	"2021"	"225.9"	"7.30"	"0"	"1"	"0"	"3.8"	"42.23"	"7.5"	"3.0"	"4.3"	"2.8"	"3.4"	"6.2"	"1"
"1712858050454295946"	"False"	"Medium"	"IsMasterProtein"	"FBgn0039727"	"FBgn0039727"	"0.024"	"1.668"	"0"	"1"	"1"	"1"	"3731"	"424.7"	"6.79"	"0"	"1"	"0"	"183.8"	"23.73"	"209.0"	"222.5"	"182.2"	"185.5"	"124.8"	"124.8"	"1"
"6706502816601614988"	"False"	"Medium"	"IsMasterProtein"	"FBgn0034162"	"FBgn0034162"	"0.024"	"1.667"	"4"	"1"	"1"	"1"	"161"	"17.3"	"4.81"	"23"	"1"	"0"	"201.2"	"17.25"	"255.9"	"190.4"	"202.2"	"213.0"	"148.2"	"200.3"	"1"
"2612190644967216557"	"False"	"Medium"	"IsMasterProtein"	"FBgn0030605"	"FBgn0030605"	"0.024"	"1.662"	"11"	"1"	"1"	"1"	"117"	"13.9"	"7.81"	"24"	"1"	"0"	"91.0"	"52.49"	"58.0"	"52.5"	"70.2"	"193.8"	"117.9"	"124.9"	"1"
"5057011919988166602"	"False"	"Medium"	"IsMasterProtein"	"FBgn0041706"	"FBgn0041706"	"0.024"	"1.662"	"2"	"1"	"1"	"1"	"389"	"45.2"	"9.64"	"0"	"1"	"0"	""	""	""	""	""	""	""	""	"1"
"5369508190330123489"	"False"	"Medium"	"IsMasterProtein"	"FBgn0035904"	"FBgn0035904"	"0.025"	"1.660"	"6"	"1"	"1"	"1"	"241"	"27.7"	"6.95"	"23"	"1"	"0"	"83.8"	"51.74"	"57.8"	"45.5"	"74.6"	"144.3"	"94.2"	"175.0"	"1"
"5901477782069188803"	"False"	"Medium"	"IsMasterProtein"	"FBgn0032725"	"FBgn0032725"	"0.025"	"1.660"	"13"	"1"	"1"	"1"	"84"	"9.3"	"6.07"	"38"	"1"	"0"	"13.3"	"37.11"	"15.2"	"4.1"	"10.5"	"13.7"	"17.1"	"12.9"	"1"
"806754257813331292"	"False"	"Medium"	"IsMasterProtein"	"FBgn0037388"	"FBgn0037388"	"0.025"	"1.658"	"5"	"1"	"1"	"1"	"244"	"28.9"	"8.53"	"54"	"1"	"0"	"52.1"	"29.01"	"57.9"	"42.9"	"72.0"	"49.3"	"28.3"	"55.0"	"1"
"-3191285414162847883"	"False"	"Medium"	"IsMasterProtein"	"FBgn0031681"	"FBgn0031681"	"0.025"	"1.654"	"1"	"1"	"1"	"1"	"630"	"72.2"	"7.81"	"32"	"1"	"0"	"32.9"	"78.60"	"21.2"	"11.3"	"14.6"	"95.8"	"52.3"	"50.9"	"1"
"5748684807449803695"	"False"	"Medium"	"IsMasterProtein"	"FBgn0036289"	"FBgn0036289"	"0.025"	"1.650"	"3"	"1"	"1"	"1"	"334"	"38.0"	"6.95"	"0"	"1"	"0"	"9.6"	"58.24"	"3.4"	"3.4"	"8.2"	"17.2"	"11.2"	"12.8"	"1"
"-7771912330849805033"	"False"	"Medium"	"IsMasterProtein"	"FBgn0040918"	"FBgn0040918"	"0.025"	"1.648"	"2"	"1"	"1"	"1"	"400"	"46.3"	"9.41"	"19"	"1"	"0"	"71.8"	"96.33"	"22.5"	"29.1"	"20.6"	"319.7"	"177.1"	"212.2"	"1"
