"FBgn" "gene_symbol" "chrom" "signal" "ML.omega" "tau" "tissuemax" "BURU" "OVDU" "SRU" "STU" "POU" "FBU" "WF" "FRT.WF" "Enrich" "BUR.enrich" "OVD.enrich" "SR.enrich" "ST.enrich" "PO.enrich" "FB.enrich" "FM" "SFP" "Testis" "AG" "Gut" "Carcass" "HeadAvg" "OvaryAvg" "tissuemaxME" "BUR.6" "BUR.24" "BUR.post" "OVD.6" "OVD.24" "OVD.post" "SR.6" "SR.24" "SR.post" "ST.6" "ST.24" "ST.post" "PO.6" "PO.24" "PO.post" "FB.6" "FB.24" "FB.post" "FRT.up6" "FRT.up24" "FRT.down6" "FRT.down24"
"FBgn0035090" "CG2736" "2" "No Signal" 0.1157 0.894921025537527 "NotSpec" 2.84701565124079 3.57490165761216 4.25974563186187 4.4682946804849 5.2456625224291 7.36500760079005 3.45404547039217 "Not" NA NA NA NA NA NA "FB" -0.415 NA 5.4262647547021 3 2.32192809488736 6.20945336562895 6.98013957763916 0.584962500721156 "Head" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0264975" "Nrg" "X" "Signal" 0.1235 0.669249026493779 "NotSpec" 6.42288095134771 7.24745575591107 6.19811199338415 5.4009022877517 6.51377498659432 2.35551229656993 2.92528861481357 "Higher" "allFRT" "BUR" "OVD" "SR" "ST" "PO" NA -0.907 NA 2.58496250072116 4.08746284125034 2.8073549220576 4.16992500144231 4.14974711950468 2.90689059560852 "Carcass" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0032139" "CG13116" "2" "No Signal" 0.0728 0.818297442318007 "NotSpec" 3.19604056978172 1.1927852811121 1.17624766911404 1.61145200824878 2.20176211654404 0.31478048016047 0.541329313817705 "Higher" NA "BUR" NA NA "ST" "PO" NA -1.49 NA 1.58496250072116 1 2 4.70043971814109 4.5077946401987 0 "Carcass" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0032138" "CG4364" "2" "No Signal" 0.0274 0.670457802590044 "NotSpec" 6.47272171509473 6.53253944163383 6.57087016892548 7.38661686848575 8.00326499518056 8.82826905050286 7.6610219218612 "Not" NA NA NA NA NA NA NA 0.936 NA 6.91886323727459 7.83920378809694 6.52356195605701 7.04439411935845 7.47370574961942 8.07681559705083 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0032136" "Apoltp" "2" "Signal" 0.0733 0.818465167940477 "NotSpec" 2.70996419822035 3.64467913768971 4.05531212863227 4.5288295220898 5.95847433882926 6.90846395137764 3.8889584005165 "Not" NA NA NA NA NA NA "FB" 0.222 NA 0 1 1.58496250072116 5.4594316186373 5.03342300153745 0 "Carcass" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Up" NA "Transient Up" 0 0 0 0
"FBgn0032135" "GlcAT-S" "2" "No Signal" 0.2229 0.5301882539581 "NotSpec" 2.96832985813298 2.39846173463299 2.55631634799044 1.53695240075496 1.89526809577269 1.7798081041376 3.19726191392049 "Not" NA NA NA NA NA NA NA -0.737 NA 4.90689059560852 3.4594316186373 2.32192809488736 3 3.7279204545632 4.4262647547021 "Testis" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0264978" "Slh" "2" "No Signal" 0.0047 0.495649562876198 "NotSpec" 4.69259134897578 4.54453574788088 4.64617356999669 6.30009478361865 5.87514639210494 5.9090535717422 5.59710852656363 "Not" NA NA NA NA NA NA NA -0.193 NA 4.90689059560852 4.75488750216347 2.8073549220576 2.8073549220576 2.4594316186373 3.32192809488736 "Testis" "Up" NA "Transient Up" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 0 0
"FBgn0264979" "CG4267" "2" "Signal" 0.0487 0.914600182253574 "PO" 7.8976076801855 6.65009518918593 6.73485900139846 10.0424152845236 11.6080820490842 6.04407457873276 5.28770745104707 "Higher" NA "BUR" NA NA "ST" "PO" NA 0 NA 1.58496250072116 1.58496250072116 3 3.4594316186373 2 4.12928301694497 "Ovary" "Up" NA "Transient Up" "Up" NA "Transient Up" "Up" NA "Transient Up" "Up" NA "Transient Up" NA NA NA "Up" NA "Transient Up" 4 1 0 0
"FBgn0037749" "CG9471" "3" "No Signal" 0.035 0.678541442537314 "NotSpec" 6.22280271071517 7.09598830242041 5.20744696680191 4.97442538693233 4.34455630242501 6.09657824647237 5.17451530718091 "Not" NA NA NA NA NA NA NA -0.415 NA 6.28540221886225 5.08746284125034 4.39231742277876 4.08746284125034 3.4262647547021 4.95419631038687 "Testis" "Down" NA "Transient Down" NA NA NA NA NA NA NA NA NA NA NA NA "Down" NA "Transient Down" 0 0 1 0
"FBgn0037743" "CG8412" "3" "No Signal" 0.1237 0.534967587485642 "NotSpec" 4.46548503550207 3.97528319089636 4.1832525935677 5.08479078064761 4.62388999075978 3.51311850541986 2.54588217597528 "Higher" "Gland" NA NA NA "ST" "PO" NA -0.152 NA 2 4.08746284125034 2.8073549220576 3.32192809488736 4.02236781302845 3.52356195605701 "AG" "Down" NA "Transient Down" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0
"FBgn0037741" "CG16908" "3" "No Signal" 0.1151 0.39032108443041 "NotSpec" 2.7245578147503 2.63079903319651 2.63482867928999 3.3226877151773 2.84780716513232 2.1624707517486 3.39020157484498 "Not" NA NA NA NA NA NA NA 1.74 NA 0 1 1 1 1 2.70043971814109 "Ovary" "Down" NA "Transient Down" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0
"FBgn0037747" "CG8481" "3" "No Signal" 0.0055 0.396592322217978 "NotSpec" 4.64735543260458 4.59098721797706 4.30827533151139 4.70394201014815 3.94884075220064 3.25616699241722 5.02223161523119 "Not" NA NA NA NA NA NA NA -0.606 NA 3.16992500144231 3.32192809488736 3.4594316186373 4.24792751344359 4.32192809488736 4.24792751344359 "Head" "Down" NA "Transient Down" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0
"FBgn0036301" "CG4069" "3" "No Signal" 0.0768 0.818140483852399 "NotSpec" 1.86547931988439 2.3701250018667 2.06512182320965 3.143042622875 2.68677790985967 3.64496177547737 5.03891826948437 "Not" NA NA NA NA NA NA NA 1.85 NA 3.4594316186373 3 3 2.58496250072116 2.32192809488736 5.12928301694497 "Ovary" "Up" NA "Transient Up" "Up" NA "Transient Up" "Up" NA "Transient Up" NA NA NA NA NA NA NA NA NA 3 1 0 0
"FBgn0030589" "CG9519" "X" "No Signal" NA 0.774871088868232 "NotSpec" 1.18375225892185 0.105153981293636 1.68754559656476 0.429596491138385 0.554312063836947 0.035101883130788 0.858337093408995 "Not" NA NA NA NA NA NA NA -3.39 "FRT.MRT" 2.8073549220576 5.4594316186373 1 2 1.70043971814109 0 "AG" "Up" "Up" "Persist Up" NA NA NA "Down" NA "Transient Down" NA NA NA NA NA NA NA NA NA 1 1 1 0
"FBgn0265623" "Su(z)2" "2" "No Signal" NA 0.561075944980339 "NotSpec" 3.21674047015248 3.82754411318755 3.98805550611162 2.59624645692241 3.6836362776659 0.221392985750153 0.677325955133249 "Higher" "allFRT" "BUR" "OVD" "SR" "ST" "PO" NA -0.737 NA 0 2.58496250072116 2 2.58496250072116 3.61470984411521 2.90689059560852 "Head" "Down" NA "Transient Down" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0
"FBgn0030270" "CG15199" "X" "Signal" 0.1294 0.979834387992744 "FB" 1.5343638005863 1.61094546165628 2.43361090445413 2.22050942074212 2.65379182563262 7.3420935171037 1.67949120494094 "Not" NA NA NA NA NA NA "FB" -1 NA 0 1.58496250072116 4.95419631038687 5 4.37503943134692 0 "Carcass" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0019662" "qm" "3" "No Signal" 0.0306 0.393481621239349 "NotSpec" 3.29886876079663 3.70037867317557 3.50413005368837 3.32106512498634 3.97251125039746 2.73439429120692 3.11301591697514 "Not" NA NA NA NA NA NA NA 0.692 NA 3.16992500144231 3.90689059560852 4.95419631038687 4.16992500144231 6.11894107272351 4.90689059560852 "Head" NA NA NA NA NA NA NA NA NA NA NA NA "Down" NA "Transient Down" NA NA NA 0 0 1 1
"FBgn0032955" "CG2201" "2" "No Signal" 0.1734 0.514727833229789 "NotSpec" 6.72853462266604 6.23088609572876 6.18883166519517 5.03404886136157 5.47658469543157 5.81067710244245 4.92485866298818 "Not" NA NA NA NA NA NA NA 0.322 NA 3 3.4594316186373 3.32192809488736 4.16992500144231 4.24792751344359 5.10852445677817 "Ovary" "Down" NA "Transient Down" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0
"FBgn0069242" "eca" "3" "Signal" NA 0.542972454770035 "NotSpec" 4.92252270336654 5.11311944935152 5.7077649134621 7.0735703272181 6.91618803945121 6.52463499652514 5.41184921415669 "Not" NA NA NA NA NA NA NA 0.181 NA 4.90689059560852 5.4594316186373 3 3 2.64385618977472 3.52356195605701 "AG" "Up" NA "Transient Up" NA NA NA NA NA NA NA NA NA NA NA NA "Up" NA "Transient Up" 1 0 0 0
"FBgn0033088" "PGAP3" "2" "Signal" 0.0617 0.533224350843441 "NotSpec" 3.08766315493949 2.90999798765579 3.133615782196 3.18938987012845 3.12516153326035 2.7885013134061 4.04875645479122 "Not" NA NA NA NA NA NA NA 0.628 NA 3.4594316186373 2.32192809488736 1.58496250072116 1 2.39231742277876 3.32192809488736 "Testis" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0033089" "CG17266" "2" "No Signal" 0.0074 0.814528415780904 "NotSpec" 1.97169302307297 1.86564322983342 1.76516907350281 2.12375862475564 1.91484904260582 2.91627980592472 4.28914503623866 "Not" NA NA NA NA NA NA NA 1.15 NA 5.20945336562895 3.58496250072116 2.32192809488736 1.58496250072116 1.32192809488736 4.4594316186373 "Testis" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0034454" "CG15120" "2" "No Signal" 0.0132 0.96821828645447 "FB" 0.492836630713519 1.28751325741626 1.03427448735236 1.03848784072645 1.16593558016797 4.95764558804219 0.623526587927939 "Not" NA NA NA NA NA NA "FB" 0 NA 0 0 0 2 0.807354922057604 0 "Carcass" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Down" NA "Transient Down" 0 0 0 0
"FBgn0033085" "CG15908" "2" "No Signal" 0.0538 0.675149217156067 "NotSpec" 3.019720066821 2.42162146450414 2.54890233358679 1.7175565064699 1.72981459389839 4.01028009440605 3.253115073623 "Not" NA NA NA NA NA NA NA 1 NA 4.4594316186373 3 4.16992500144231 4 4.49185309632967 5.16992500144231 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0033086" "CG9410" "2" "No Signal" 0.0834 0.651878857277482 "NotSpec" 3.38264341381116 3.22561326180856 2.97604122508206 2.85864581595136 2.65314241134512 4.40595374659066 2.80635167240145 "Not" NA NA NA NA NA NA NA -2 NA 6.20945336562895 3.70043971814109 2.58496250072116 2.8073549220576 2.85798099512757 3.08746284125034 "Testis" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0033087" "Hsepi" "2" "No Signal" 0.0748 0.378152262420347 "NotSpec" 4.12339433432057 4.12926387045169 3.97308282642065 3.5785086506185 3.73690341820009 2.18082965391517 2.20656766049912 "Higher" NA NA "OVD" NA NA NA NA 0.907 NA 2 2.32192809488736 2.58496250072116 2.58496250072116 2.90689059560852 3.90689059560852 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0036302" "sowah" "3" "No Signal" 0.2659 0.277026078541754 "NotSpec" 4.71210740576745 4.44890107061344 4.6699151256692 4.9721459210669 4.67675488813365 3.47318791041425 4.78816410041277 "Not" NA NA NA NA NA NA NA 0.447 NA 1.58496250072116 3.32192809488736 2.8073549220576 2 2.58496250072116 3.64385618977472 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0033081" "geminin" "2" "No Signal" 0.0548 0.741336852396351 "NotSpec" 3.83534869075189 4.33735500183264 4.14654934938214 4.33330914281338 3.74523612149799 3.53485627716233 5.90366492673796 "Not" NA NA NA NA NA NA NA 2.21 NA 6.5077946401987 5.58496250072116 5.39231742277876 5.16992500144231 4.4757334309664 8.51175265376738 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0032681" "CG10283" "2" "No Signal" 0.1336 0.756714082185461 "NotSpec" 1.78162172306271 3.22753418677665 3.40776871297463 0.666574557545734 1.09560913938234 0.147281422462201 1.26047003732985 "Higher" NA NA "OVD" "SR" NA NA NA 0.678 NA 1.58496250072116 2.58496250072116 2.58496250072116 2.32192809488736 3.7279204545632 3.08746284125034 "Head" NA NA NA NA NA NA "Down" NA "Transient Down" NA NA NA NA NA NA NA NA NA 0 0 1 0
"FBgn0032683" "kon" "2" "Signal" 0.0626 0.72848758484495 "NotSpec" 3.94866645420151 4.65947037299672 4.43851973624116 1.10278152691915 2.01634050151847 0.0511474943837493 0.24794967250153 "Higher" NA "BUR" "OVD" "SR" NA "PO" NA -0.585 NA 0 1 1 1.58496250072116 1.4594316186373 0 "Carcass" "Down" NA "Transient Down" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0
"FBgn0032682" "grnd" "2" "Signal" 0.0914 0.680212354645158 "NotSpec" 5.86859463355917 4.09879716907332 3.75695493202069 5.33591227040981 5.39005500587761 0.822531725140051 0.529428672894639 "Higher" "allFRT" "BUR" "OVD" "SR" "ST" "PO" NA -1.32 NA 1.58496250072116 3.4594316186373 2 2.58496250072116 2.4594316186373 0 "AG" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0032685" "CG10211" "2" "Signal" 0.0249 0.934080902086869 "BUR" 3.34640882549336 0.859757516664519 1.13228378425403 0.627241205717206 0.776837898848216 0 0.446309170641975 "Higher" NA "BUR" NA NA NA NA NA -1 NA 2 1 1 2.32192809488736 3.08746284125034 0 "Head" "Up" NA "Transient Up" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 0 0
"FBgn0032684" "Ugt301D1" "2" "No Signal" 0.0542 0.773317410493155 "NotSpec" 2.20530466084984 4.72488336351183 1.76637837101403 2.86890336471766 2.50776701886347 3.82176816590193 2.44886853981294 "Higher" NA NA "OVD" NA NA NA NA -0.737 NA 0 1.58496250072116 3.16992500144231 2.8073549220576 3.39231742277876 2.16992500144231 "Head" NA "Down" "Persist Down" NA NA NA NA NA NA NA NA NA NA "Down" "Persist Down" NA NA NA 0 0 0 1
"FBgn0032689" "CG10413" "2" "No Signal" 0.0238 0.890262639876236 "NotSpec" 6.03975217728721 7.08438921310461 9.25874500467454 6.07814181546138 6.42189490096198 4.42889699075343 5.01509668054158 "Higher" NA NA "OVD" "SR" NA NA NA 0.453 NA 3.70043971814109 3.58496250072116 3.70043971814109 3 3.20945336562895 4.49185309632967 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0250732" "gfzf" "3" "No Signal" 0.0857 0.589164284219154 "NotSpec" 4.46689611889674 3.99505560674091 3.85170892187112 3.76608676442567 3.53187306747685 2.76755930533099 5.03723286313483 "Not" NA NA NA NA NA NA NA 1.06 NA 3.4594316186373 2.58496250072116 2.58496250072116 2.58496250072116 2.70043971814109 4.93073733756289 "Ovary" "Down" NA "Transient Down" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0
"FBgn0250731" "5.8SrRNA:CR40454" "X" "No Signal" NA 0.977510343086487 "FB" 0.483221874586837 0.256415770052679 0.175534576327854 0.355370890396249 0.409052695809478 3.85960510333437 0.580131853079591 "Not" NA NA NA NA NA NA "FB" 0 NA 0 0 0 0 0 0 "NoData" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0034046" "tun" "2" "Signal" 0.0245 0.490112507338573 "NotSpec" 3.7671645891757 4.02124720468845 4.08494770258735 3.23653445794967 3.59602508334011 4.35913998417188 4.81175388578151 "Not" NA NA NA NA NA NA NA 0.585 NA 1.58496250072116 1.58496250072116 1.58496250072116 2.8073549220576 3.28540221886225 3.75488750216347 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Up" NA "Transient Up" 0 0 0 0
"FBgn0032863" "Cdc23" "2" "No Signal" 0.0659 0.827954505619787 "NotSpec" 2.005980640136 2.26200997108061 2.33125955479468 2.99095385350086 2.58742612652128 2.66590281278842 4.82130195519257 "Not" NA NA NA NA NA NA NA 0.107 NA 5.39231742277876 3.16992500144231 1.58496250072116 2 1.90689059560852 4.7279204545632 "Testis" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0066304" "Rpp20" "X" "No Signal" 0.1761 0.213772190746668 "NotSpec" 1.86961265572414 1.7199872763607 2.18964599362226 2.34489970578826 2.31189289865836 2.36787462904921 2.02734408537342 "Not" NA NA NA NA NA NA NA 0.782 NA 5.35755200461808 5.4594316186373 4.8073549220576 5 5.36632221424582 6.71424551766612 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0041342" "Pcyt1" "3" "No Signal" 0.0458 0.662164703025604 "NotSpec" 5.81527763734858 5.75322690761044 6.02086680011532 6.17927107725512 6.15020887298113 7.50557871454472 5.74560278844396 "Not" NA NA NA NA NA NA NA -0.309 NA 4.75488750216347 5.7279204545632 5.12928301694497 6.04439411935845 5.78790255939143 5.3037807481771 "Carcass" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0050148" "CG30148" "2" "Signal" 0.1934 0.890588458258487 "NotSpec" 0.674838986599579 1.01124926518975 2.66382489567746 0.98202426134155 1.55594494642959 4.08356767987346 0.685928095843917 "Higher" NA NA NA "SR" NA NA "FB" -1 NA 0 0 0 2 2.32192809488736 0 "Head" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0033174" "CG11125" "2" "No Signal" 0.1224 0.898768235347766 "NotSpec" 0.674540314141072 1.21685404424137 0.770901432585103 0.311835364281415 0.118289018034785 0.240458604967026 2.62323189849716 "Not" NA NA NA NA NA NA NA -4.02 NA 8 5.55458885167764 1.58496250072116 1 1.4594316186373 3 "Testis" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0020521" "pio" "2" "Signal" 0.0305 0.913524870783716 "OVD" 7.50201455951223 9.31149331013068 6.43112728879202 4.50936025928043 5.26382173410469 1.24353766688138 2.0095116557048 "Higher" "allFRT" "BUR" "OVD" "SR" "ST" "PO" NA -1.78 NA 1.58496250072116 4.16992500144231 3.58496250072116 5.4594316186373 5.75488750216347 1 "Head" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0036915" "Prp3" "3" "No Signal" 0.0344 0.542752030694799 "NotSpec" 3.56494524522206 3.80269463014621 3.47370341025865 4.03461969566121 3.65417680673346 3.43691563381791 4.74268594257527 "Not" NA NA NA NA NA NA NA 0.752 NA 4.4594316186373 3.58496250072116 3.16992500144231 3 3.52356195605701 5 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0051189" "CG31189" "3" "Signal" NA 0.978135882433606 "BUR" 3.34286420348287 0.318217654543003 0.216380785909267 0.0659119128707298 0.0386280990786966 0 0.780184768420837 "Higher" NA "BUR" NA NA NA NA NA -1 NA 0 0 0 1.58496250072116 1.90689059560852 0 "Head" NA "Up" "Persist Up" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0
"FBgn0033177" "CG11141" "2" "No Signal" 0.1008 0.620956796416533 "NotSpec" 3.52227225845273 3.13894092059196 3.66005339288182 3.26457793856481 3.23437446853514 2.20258910113929 4.53811762648555 "Not" NA NA NA NA NA NA NA -1.05 NA 5.49185309632967 3.32192809488736 2.32192809488736 1.58496250072116 2.16992500144231 3.4594316186373 "Testis" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0033170" "sPLA2" "2" "Signal" 0.0685 0.980126751543562 "FB" 2.04103005037422 2.0745832729493 3.0964040019176 2.62747900645867 3.11023295788361 8.01011907479885 2.30035584858742 "Not" NA NA NA NA NA NA "FB" -1.1 NA 1.58496250072116 0 1 2.8073549220576 4.12928301694497 1 "Head" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0058005" "CR40005" "2" "No Signal" NA 0.703976779100328 "NotSpec" 1.26975688504368 2.46695882906105 1.0147533954094 1.02653750835886 1.93901800750458 0.217105458170108 1.3662453503796 "Not" NA NA NA NA NA NA NA 0 NA 0 0 0 0 0 0 "NoData" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0058002" "ND-AGGG" "3" "No Signal" NA 0.799559992079106 "NotSpec" 7.90847379534187 6.76613896344867 6.91649431959152 6.36841293031974 6.18035519408947 9.20840740627189 6.51082966218819 "Not" NA NA NA NA NA NA "FB" -0.621 NA 1 1.58496250072116 2.8073549220576 2.58496250072116 2.4594316186373 2.32192809488736 "Gut" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0030966" "shop" "X" "No Signal" 0.0824 0.757330565772862 "NotSpec" 2.66788470415997 2.84465345020065 2.39592006927661 2.62784240815305 2.41714951918019 5.56453360346752 5.43050372392603 "Not" NA NA NA NA NA NA NA 1.15 NA 2 2 3 3 3.16992500144231 4.16992500144231 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Down" NA "Transient Down" 0 0 0 0
"FBgn0037818" "CG6465" "3" "No Signal" 0.0544 0.926879117817979 "FB" 0.645252921082894 0.218710203346133 1.60737360181085 1.00806986371416 0.789966733672426 3.95979070279727 1.52256387622639 "Not" NA NA NA NA NA NA "FB" -1.49 NA 2.8073549220576 2.32192809488736 4.16992500144231 2 2.52356195605701 0 "Gut" NA NA NA NA NA NA "Up" NA "Transient Up" NA NA NA NA NA NA NA NA NA 1 0 0 0
"FBgn0030743" "CG9921" "X" "No Signal" 0.043 0.652900298901197 "NotSpec" 6.06339361551188 4.4806256501559 4.74741410678071 4.02585537145745 3.93628658650792 6.21139762902067 3.4030483030189 "Higher" NA "BUR" NA NA NA NA "FB" -0.479 NA 3.16992500144231 2.8073549220576 3.16992500144231 3.58496250072116 3.52356195605701 3.95419631038688 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0001565" "Hlc" "X" "No Signal" 0.0566 0.255637148942452 "NotSpec" 6.06517646555181 5.85349488766991 6.53182559621662 5.99638567390436 6.26575166080198 6.03543755153401 6.3859258048647 "Not" NA NA NA NA NA NA NA 0.979 NA 3 4.95419631038687 3.70043971814109 3.90689059560852 4.37503943134692 5.8073549220576 "Ovary" "Down" NA "Transient Down" NA NA NA "Down" NA "Transient Down" NA NA NA NA NA NA NA NA NA 0 0 2 0
"FBgn0030740" "CG9917" "X" "No Signal" 0.1292 0.577989891927387 "NotSpec" 5.49014067839726 4.92013177780292 5.93280124423505 4.64776952612959 4.89676410421898 4.23858096266565 6.35023078779101 "Not" NA NA NA NA NA NA NA 1.07 NA 3.90689059560852 4 3.16992500144231 4.39231742277876 4.83289001416474 5.75488750216347 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0037533" "CD98hc" "3" "No Signal" 0.1458 0.586753685255838 "NotSpec" 7.15456233316338 6.78867364828789 6.5087831110532 6.42273996683955 6.4574052202184 7.80135843609436 8.21609736595998 "Not" NA NA NA NA NA NA NA 1.29 NA 4.8073549220576 4.64385618977472 5 5.08746284125034 5.95419631038687 6.82654848729092 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0035488" "CG11593" "3" "No Signal" 0.06 0.484728687813488 "NotSpec" 3.47056916678924 3.61475023417822 3.74761194744065 3.8701812600269 3.78377289674835 1.89608924204289 4.41553547348903 "Not" NA NA NA NA NA NA NA 1.49 NA 3 2.32192809488736 2.32192809488736 2.8073549220576 3.49185309632967 5.39231742277876 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0037242" "CG9855" "3" "No Signal" 0.1444 0.521923382304521 "NotSpec" 4.80343935056175 4.57951323615867 4.57887401983406 5.64494362736742 4.63954240480398 4.2975591120834 4.71916943267651 "Not" NA NA NA NA NA NA NA -0.771 NA 7.27612440527424 4.85798099512757 3.4594316186373 3.4594316186373 3.32192809488736 5.20945336562895 "Testis" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0035484" "CG11594" "3" "No Signal" 0.0538 0.968833504127397 "FB" 4.26675453109615 4.77752704450385 5.58937186042427 5.77139267755736 6.24199588581839 10.3681804269551 4.79891835077263 "Not" NA NA NA NA NA NA "FB" -1.2 NA 3.32192809488736 3 3.90689059560852 4.75488750216347 4.97727992349992 0 "Head" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Down" NA "Transient Down" 0 0 0 0
"FBgn0035482" "CG14985" "3" "No Signal" 0.0807 0.539436725383197 "NotSpec" 3.32525671529102 3.0385817828666 3.30940361920249 3.49657668722904 3.54909800458273 3.1947546804137 4.36810972819894 "Not" NA NA NA NA NA NA NA 1 NA 1.58496250072116 3 2.58496250072116 1.58496250072116 1.58496250072116 3.16992500144231 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0035483" "Mul1" "3" "No Signal" 0.0553 0.673880696966147 "NotSpec" 4.01480668143811 3.66231637407303 2.92771116684343 3.71857602292281 3.04083804739255 4.81263678191687 5.3871567088143 "Not" NA NA NA NA NA NA NA -2.02 NA 8.30833903013941 4.24792751344359 2.32192809488736 2.58496250072116 2.52356195605701 4.04439411935845 "Testis" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0035480" "CG14984" "3" "Signal" 0.2545 0.806208347109218 "NotSpec" 5.92474900899351 2.81075552343025 5.32254988697195 4.23414910025837 2.78952229944394 0 0.768944886522794 "Higher" "allFRT" "BUR" "OVD" "SR" "ST" "PO" NA -2.17 NA 3.16992500144231 3.16992500144231 2 3.70043971814109 3.24792751344359 0 "Carcass" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0020660" "eIF4B" "3" "No Signal" 0.118 0.56786865831808 "NotSpec" 5.45038274001656 6.04247038937056 5.94074340482406 5.05799333624764 6.42354562508758 3.63654145653733 3.19476648031591 "Higher" "allFRT" "BUR" "OVD" "SR" "ST" "PO" NA 0 NA 0 1 0 1 1 1 "AG" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Up" "Up" "Persist Up" 0 0 0 0
